Id,Label,Type,genre,year,language,topic_id,label_thema,nb_auteurs
"Sayre, Edward V._2025-11-19T21:25:36","Sayre, Edward V.",author,male,,,,,
"Wickham, Chris_2025-11-19T21:21:19","Wickham, Chris",author,male,,,,,
"Davies, Wendy_2025-11-19T21:14:16","Davies, Wendy",author,female,,,,,
"Fouracre, Paul_2025-11-19T21:14:16","Fouracre, Paul",author,male,,,,,
"Borchardt, Frank L._2025-11-19T21:26:44","Borchardt, Frank L.",author,male,,,,,
"Overfield, James H._2025-11-19T21:30:56","Overfield, James H.",author,male,,,,,
Véronique Chaussée_2025-11-19T21:31:23,Véronique Chaussée,author,female,,,,,
Martine Callias Bey_2025-11-19T21:31:23,Martine Callias Bey,author,female,,,,,
Nicole Blondel_2025-11-19T21:31:23,Nicole Blondel,author,female,,,,,
"Hieatt, Constance B._2025-11-19T21:35:52","Hieatt, Constance B.",author,female,,,,,
"Jones, Robin F._2025-11-19T21:25:32","Jones, Robin F.",author,unknown,,,,,
"Giostra, Luisa_2025-11-19T21:39:55","Giostra, Luisa",author,female,,,,,
"Pagani, Chiara_2025-11-19T21:39:55","Pagani, Chiara",author,female,,,,,
"Norman, Kenneth R._2025-11-19T21:18:29","Norman, Kenneth R.",author,male,,,,,
"Eggermont, Pierre Herman Leonard_2025-11-19T21:18:38","Eggermont, Pierre Herman Leonard",author,male,,,,,
"Pollet, Gilbert_2025-11-19T21:18:38","Pollet, Gilbert",author,male,,,,,
"Dolbeau, François_2025-11-19T21:18:53","Dolbeau, François",author,male,,,,,
"Petitmengin, Pierre_2025-11-19T21:18:53","Petitmengin, Pierre",author,male,,,,,
"Sicard, Germain_2025-11-19T21:19:01","Sicard, Germain",author,male,,,,,
"Sicard, Mireille_2025-11-19T21:19:04","Sicard, Mireille",author,female,,,,,
"Alden, D_2025-11-19T21:21:32","Alden, D",author,male,,,,,
"Miller, J C_2025-11-19T21:21:32","Miller, J C",author,unknown,,,,,
"Ováry, I_2025-11-19T21:21:36","Ováry, I",author,unknown,,,,,
"Donáth, T_2025-11-19T21:21:36","Donáth, T",author,unknown,,,,,
"Adeghate, E_2025-11-19T21:21:36","Adeghate, E",author,male,,,,,
"Szalai, F_2025-11-19T21:21:39",Ferenc Szalai,author,male,,,,,
"Jávor, E_2025-11-19T21:21:39","Jávor, E",author,unknown,,,,,
"Pawloski, Barbara M._2025-11-19T21:23:23","Pawloski, Barbara M.",author,female,,,,,
"Sinder, Janet_2025-11-19T21:23:23","Sinder, Janet",author,female,,,,,
"Evans, Richard J._2025-11-19T21:29:35","Evans, Richard J.",author,male,,,,,
"Bird, H.W_2025-12-26T17:04:51","Bird, H.W",author,unknown,,,,,
"Lofstedt, Bengt_2025-12-26T17:04:51","Lofstedt, Bengt",author,male,,,,,
"Hurwitz, Ellen S._2025-11-19T21:30:50","Hurwitz, Ellen S.",author,female,,,,,
"HALPERIN, CHARLES J._2025-11-19T21:24:24","HALPERIN, CHARLES J.",author,male,,,,,
"Platis, Graham_2025-11-19T21:30:52","Platis, Graham",author,male,,,,,
"Tobin, Frank_2025-11-19T21:23:59","Tobin, Frank",author,male,,,,,
"Thomas, J. W._2025-11-19T21:30:56","Thomas, J. W.",author,male,,,,,
J.-L. Girault_2025-11-19T21:31:36,J.-L. Girault,author,unknown,,,,,
"Moireau, F._2025-11-27T19:23:42","Moireau, F.",author,unknown,,,,,
"Genty, P._2025-11-27T19:23:42","Genty, P.",author,unknown,,,,,
"Stuard, Susan Mosher_2025-11-19T21:24:21","Stuard, Susan Mosher",author,female,,,,,
"Minuto, Domenico_2025-11-19T21:39:54","Minuto, Domenico",author,male,,,,,
"Venoso, Sebastiano Maria_2025-11-19T21:39:54","Venoso, Sebastiano Maria",author,male,,,,,
"Marchello-Nizia, Christiane_2026-01-14T22:05:03","Marchello-Nizia, Christiane",author,female,,,,,
"Lett, Didier_2026-01-14T22:05:04","Lett, Didier",author,male,,,,,
"Beaussart, François-Jérôme_2026-01-14T22:05:05","Beaussart, François-Jérôme",author,male,,,,,
"Gallo, Michele_2025-11-19T21:48:53","Gallo, Michele",author,unknown,,,,,
"Driesch, Angela von den_2025-11-19T21:15:47","Driesch, Angela von den",author,female,,,,,
"Boessneck, Joachim_2025-11-19T21:15:47","Boessneck, Joachim",author,male,,,,,
"McGovern, Thomas H._2025-11-19T21:17:26","McGovern, Thomas H.",author,male,,,,,
"Bigelow, Gerald_2025-11-19T21:20:50","Bigelow, Gerald",author,male,,,,,
"Amorosi, Thomas_2025-11-19T21:20:50","Amorosi, Thomas",author,male,,,,,
"Russell, Daniel_2025-11-19T21:20:50","Russell, Daniel",author,male,,,,,
"Kerr, N W_2025-11-19T21:21:38","Kerr, N W",author,unknown,,,,,
"Bruce, M F_2025-11-19T21:21:38","Bruce, M F",author,unknown,,,,,
"Cross, J F_2025-11-19T21:21:38","Cross, J F",author,unknown,,,,,
"Ciccarelli, Diego_2025-11-19T21:21:42","Ciccarelli, Diego",author,male,,,,,
Giles_2025-11-19T21:21:42,Giles,author,male,,,,,
"Diop, Cheikh Anta_2025-11-19T21:22:49","Diop, Cheikh Anta",author,male,,,,,
ديوب، الشيخ أنتا_2025-11-19T21:22:49,ديوب، الشيخ أنتا,author,unknown,,,,,
"Ridgway, Brunilde Sismondo_2025-11-19T21:23:32","Ridgway, Brunilde Sismondo",author,female,,,,,
"Silver, Larry_2025-11-19T21:23:32","Silver, Larry",author,male,,,,,
"Hindman, Sandra_2025-11-19T21:23:32","Hindman, Sandra",author,female,,,,,
"Kuspit, Donald B._2025-11-19T21:23:32","Kuspit, Donald B.",author,male,,,,,
"Hood, William_2025-11-19T21:23:32","Hood, William",author,male,,,,,
"Mathews, Patricia Townley_2025-11-19T21:23:32","Mathews, Patricia Townley",author,female,,,,,
"Cropper, Elizabeth_2025-11-19T21:23:32","Cropper, Elizabeth",author,female,,,,,
"Dempsey, Charles_2025-11-19T21:23:32","Dempsey, Charles",author,male,,,,,
"Haverkamp Begemann, Egbert_2025-11-19T21:23:32","Haverkamp Begemann, Egbert",author,male,,,,,
"Stafford, Barbara Maria_2025-11-19T21:23:32","Stafford, Barbara Maria",author,female,,,,,
"Schiff, Richard_2025-11-19T21:23:32","Schiff, Richard",author,male,,,,,
"Spector, Jack J._2025-11-19T21:23:32","Spector, Jack J.",author,male,,,,,
"Kessler, Herbert L._2025-11-19T21:23:32","Kessler, Herbert L.",author,male,,,,,
College Art Association of America_2025-11-19T21:23:32,College Art Association of America,author,unknown,,,,,
"Van der Molen, P.C._2025-11-19T21:24:29","Van der Molen, P.C.",author,unknown,,,,,
"Hoekstra, S.P._2025-11-19T21:24:29","Hoekstra, S.P.",author,unknown,,,,,
"Müller-Wille, Michael_2025-11-19T21:25:36","Müller-Wille, Michael",author,male,,,,,
"Dörfler, Walter_2025-11-19T21:25:36","Dörfler, Walter",author,male,,,,,
"Meier, Dietrich_2025-11-19T21:25:36","Meier, Dietrich",author,male,,,,,
"Kroll, Helmut_2025-11-19T21:25:36","Kroll, Helmut",author,male,,,,,
"Kokabi, Mostefa_2025-11-19T21:27:39","Kokabi, Mostefa",author,male,,,,,
"Ericson, Per G. P._2025-11-19T21:27:39","Ericson, Per G. P.",author,male,,,,,
"Iregren, Elisabeth_2025-11-19T21:27:39","Iregren, Elisabeth",author,female,,,,,
"Vretemark, Maria_2025-11-19T21:27:39","Vretemark, Maria",author,female,,,,,
"Gringmuth-Dallmer, Eike_2025-11-19T21:27:47","Gringmuth-Dallmer, Eike",author,male,,,,,
"Lange, Elsbeth_2025-11-19T21:27:47","Lange, Elsbeth",author,female,,,,,
"Ricci, Digby_2026-01-24T14:06:11","Ricci, Digby",author,unknown,,,,,
"Suzman, Janet_2026-01-24T14:06:11","Suzman, Janet",author,female,,,,,
"Knox-Shaw, Peter_2026-01-24T14:06:11","Knox-Shaw, Peter",author,male,,,,,
"Van Zyl, John_2026-01-24T14:06:11","Van Zyl, John",author,male,,,,,
"Amato, Rob_2026-01-24T14:06:11","Amato, Rob",author,male,,,,,
Ségolène Demougin_2025-11-19T21:29:52,Ségolène Demougin,author,female,,,,,
Michel Christol_2025-11-19T21:29:52,Michel Christol,author,male,,,,,
"King, P.D._2025-11-19T21:29:59","King, P.D.",author,unknown,,,,,
"Burns, J. H._2025-11-19T21:25:29","Burns, J. H.",author,male,,,,,
"Trousset, Pol_2025-11-19T21:19:42","Trousset, Pol",author,male,,,,,
"Peyras, Jean_2025-11-19T21:46:43","Peyras, Jean",author,male,,,,,
"Kennedy, E.S._2025-11-19T21:34:25","Kennedy, E.S.",author,unknown,,,,,
"Hogendijk, Jan_2025-11-19T21:34:26","Hogendijk, Jan",author,male,,,,,
"Maffi, Alberto_2025-11-19T21:50:15","Maffi, Alberto",author,male,,,,,
Morabito_2025-11-19T21:50:30,Morabito,author,male,,,,,
"Robinson, David E._2025-11-19T21:50:55","Robinson, David E.",author,male,,,,,
"Dickson, James H._2025-11-19T21:50:55","Dickson, James H.",author,male,,,,,
"Mazzoni, Gianni_2026-01-14T22:05:20","Mazzoni, Gianni",author,male,,,,,
"Olivetti, Alberto_2026-01-14T22:05:21","Olivetti, Alberto",author,male,,,,,
"Redon, Odile_2026-01-14T22:05:22","Redon, Odile",author,female,,,,,
"Hordynsky-Caillat, Lada_2026-01-14T22:05:23","Hordynsky-Caillat, Lada",author,female,,,,,
"Vycichl, Werner_2025-11-19T21:46:43","Vycichl, Werner",author,male,,,,,
"Prasse, K.-G._2025-11-19T21:19:43","Prasse, K.-G.",author,male,,,,,
"Golvin, Lucien_2025-11-19T21:42:10","Golvin, Lucien",author,male,,,,,
"Leveau, Philippe_2025-11-19T21:18:17","Leveau, Philippe",author,male,,,,,
"Gualandi, P. Brasili_2025-11-19T21:20:50","Gualandi, P. Brasili",author,unknown,,,,,
"Calanchi, E._2025-11-19T21:20:50","Calanchi, E.",author,unknown,,,,,
"Zaera-Polo, Alejandro_2025-11-19T21:21:30","Zaera-Polo, Alejandro",author,male,,,,,
"Quetglas, Josep_2025-11-19T21:21:30","Quetglas, Josep",author,male,,,,,
"Rastorfer, Darl_2025-11-19T21:21:30","Rastorfer, Darl",author,male,,,,,
"Winstead, Karen Anne_2025-11-19T21:21:53","Winstead, Karen Anne",author,female,,,,,
"Foote, Peter Godfrey_2025-11-19T21:22:23","Foote, Peter Godfrey",author,male,,,,,
"Wilson, David McKenzie_2025-11-19T21:22:23","Wilson, David McKenzie",author,male,,,,,
"Anderson, K._2025-11-19T21:22:37","Anderson, K.",author,male,,,,,
"Kramer, E._2025-11-19T21:22:37","Kramer, E.",author,unknown,,,,,
"Clark, J. S._2025-11-19T21:25:37",James S Clark,author,male,,,,,
"Merkt, J._2025-11-19T21:25:37","Merkt, J.",author,unknown,,,,,
"Muller, H.-J._2025-11-19T21:26:18",H. -J. Muller,author,male,,,,,
"Paulsen, J.J._2025-11-19T21:26:18",J. J. Paulsen,author,unknown,,,,,
"Giachino, J.M._2025-11-19T21:26:18","Giachino, J.M.",author,unknown,,,,,
"Ohrenstein, Roman A._2025-11-19T21:28:53","Ohrenstein, Roman A.",author,male,,,,,
"Gordon, Barry_2025-11-19T21:28:53","Gordon, Barry",author,male,,,,,
"Pol, Anne-Marie_2025-11-19T21:29:04","Pol, Anne-Marie",author,female,,,,,
"Juillard, André._2025-11-19T21:29:04","Juillard, André.",author,male,,,,,
"Samuel, Alan E._2025-11-19T21:31:35","Samuel, Alan E.",author,male,,,,,
"Hexter, Ralph J._2025-11-19T21:24:27","Hexter, Ralph J.",author,male,,,,,
"Campbell, Ewan_2025-11-19T21:15:49","Campbell, Ewan",author,male,,,,,
"Lane, Alan_2025-11-19T21:15:49","Lane, Alan",author,male,,,,,
"Cowie, Robert_2025-11-19T21:25:59","Cowie, Robert",author,female,,,,,
"Whytehead, Robert_2025-11-19T21:36:09","Whytehead, Robert",author,male,,,,,
"Golb, Norman_2025-11-19T21:18:44","Golb, Norman",author,male,,,,,
"Schwarzfuchs, S._2025-11-19T21:49:56","Schwarzfuchs, S.",author,male,,,,,
"Coriat, Jean-Pierre_2025-11-19T21:50:20","Coriat, Jean-Pierre",author,male,,,,,
"Chaker, Salem_2025-11-19T21:19:03","Chaker, Salem",author,male,,,,,
"Morizot, P._2025-11-19T21:19:53","Morizot, P.",author,unknown,,,,,
"Morizot, J._2025-11-19T21:20:06","Morizot, J.",author,unknown,,,,,
"Chamla, M.-C._2025-11-19T21:20:06","Chamla, M.-C.",author,female,,,,,
"Demoulin, F._2025-11-19T21:20:06","Demoulin, F.",author,unknown,,,,,
"Adjali, S._2025-11-19T21:20:06","Adjali, S.",author,unknown,,,,,
"Workman, Katherine J._2025-11-19T21:21:50","Workman, Katherine J.",author,female,,,,,
"Suppan, Steven Robert_2025-11-19T21:21:54","Suppan, Steven Robert",author,male,,,,,
"Koers, J.P._2025-11-19T21:22:25","Koers, J.P.",author,unknown,,,,,
"Lanting, J.N._2025-11-19T21:22:25","Lanting, J.N.",author,male,,,,,
"Molema, J._2025-11-19T21:22:25","Molema, J.",author,unknown,,,,,
"Bertelsen, John Brinch_2025-11-19T21:18:39","Bertelsen, John Brinch",author,male,,,,,
"Liversage, David_2025-11-19T21:18:39","Liversage, David",author,male,,,,,
"Dyer, Alan_2025-11-19T21:24:01","Dyer, Alan",author,male,,,,,
"Rosser, Gervase_2025-11-19T21:24:01","Rosser, Gervase",author,male,,,,,
"Nowakowski, Wojciech_2025-11-19T21:24:05","Nowakowski, Wojciech",author,male,,,,,
"Bartkiewicz, Katarzyna_2025-11-19T21:24:05","Bartkiewicz, Katarzyna",author,female,,,,,
"Husband, Timothy B._2025-11-19T21:25:34","Husband, Timothy B.",author,male,,,,,
Bernard Bouchet_2025-11-19T21:29:50,Bernard Bouchet,author,male,,,,,
Gérard Nicolini_2025-11-19T21:29:50,Gérard Nicolini,author,male,,,,,
Violeta Božilova_2025-11-19T21:29:52,Violeta Božilova,author,female,,,,,
Maria Cicikova_2025-11-19T21:29:52,Maria Cicikova,author,female,,,,,
"Ruch, Barbara_2025-11-19T21:25:32","Ruch, Barbara",author,female,,,,,
"Yamamura, Kozo_2025-11-19T21:30:00","Yamamura, Kozo",author,male,,,,,
"Astill, Grenville_2025-11-19T21:17:30","Astill, Grenville",author,male,,,,,
"Grant, Annie_2025-11-19T21:30:53","Grant, Annie",author,female,,,,,
"RUBIN, MIRI_2025-11-19T21:24:10","RUBIN, MIRI",author,female,,,,,
"COBBAN, ALAN B._2025-11-19T21:23:37","COBBAN, ALAN B.",author,male,,,,,
"Leader, Damian Riehl_2025-11-19T21:30:54","Leader, Damian Riehl",author,male,,,,,
"Todd, Barbara J._2025-11-19T21:25:19","Todd, Barbara J.",author,female,,,,,
"Orme, Nicholas_2025-11-19T21:24:42","Orme, Nicholas",author,male,,,,,
"FRANK, Daniel H._2025-11-19T21:21:45","FRANK, Daniel H.",author,male,,,,,
"Davidson, Herbert Alan_2025-11-19T21:22:48","Davidson, Herbert Alan",author,male,,,,,
"Pattison, David_2025-11-19T21:26:36","Pattison, David",author,male,,,,,
"Wild, John Peter_2025-11-19T21:30:58","Wild, John Peter",author,male,,,,,
"Barrett, Catherine Jean_2025-11-19T21:31:17","Barrett, Catherine Jean",author,female,,,,,
"Fitzpatrick, Andrew P._2025-11-19T21:30:42","Fitzpatrick, Andrew P.",author,male,,,,,
"MacInnes, L._2025-11-19T21:30:58","MacInnes, L.",author,unknown,,,,,
"Aris, Rutherford_2025-11-19T21:34:25","Aris, Rutherford",author,male,,,,,
"Folz, Robert_2025-11-19T21:24:03","Folz, Robert",author,male,,,,,
"Musset, Lucien_2025-11-19T21:18:41","Musset, Lucien",author,male,,,,,
"Sourdel, Dominique_2025-11-19T21:37:27","Sourdel, Dominique",author,male,,,,,
"Garibaldi, Vittoria_2025-11-19T21:40:09","Garibaldi, Vittoria",author,female,,,,,
"Brillarelli, Barbara_2025-11-19T21:40:09","Brillarelli, Barbara",author,female,,,,,
"Faes De Mottoni, Barbara_2025-11-19T21:21:42","Faes De Mottoni, Barbara",author,female,,,,,
"Duns Scotus, John_2025-11-19T21:41:36","Duns Scotus, John",author,male,,,,,
"Alvarez Gonzalez, Yasmina_2025-11-19T21:46:32","Alvarez Gonzalez, Yasmina",author,female,,,,,
"Palomero Plaza, Santiago_2025-11-19T21:46:32","Palomero Plaza, Santiago",author,male,,,,,
"Démare-Lafont, Sophie_2025-11-19T21:18:02","Démare-Lafont, Sophie",author,female,,,,,
"Wittenburg, Andreas_2025-11-19T21:50:22","Wittenburg, Andreas",author,male,,,,,
"Faraguna, Michele_2025-11-19T21:50:15","Faraguna, Michele",author,male,,,,,
"Britton, Derek_2025-11-19T21:50:42","Britton, Derek",author,male,,,,,
"Fletcher, Alan J._2025-11-19T21:21:09","Fletcher, Alan J.",author,male,,,,,
"Gómez, Maricarmen_2025-11-19T21:50:53","Gómez, Maricarmen",author,female,,,,,
"Haggh, Barbara_2025-11-19T21:15:45","Haggh, Barbara",author,female,,,,,
"Baumann, Dorothea_2025-11-19T21:50:53","Baumann, Dorothea",author,female,,,,,
"Ikegami, Shunichi_2026-01-14T22:05:24","Ikegami, Shunichi",author,male,,,,,
"Matsumura, Takeshi_2026-01-14T22:05:26","Matsumura, Takeshi",author,male,,,,,
"Boetsch, G._2025-11-19T21:19:43","Boetsch, G.",author,unknown,,,,,
"Ferrié, J.-N._2025-11-19T21:19:43","Ferrié, J.-N.",author,male,,,,,
"Paskoff, R._2025-11-19T21:19:44","Paskoff, R.",author,male,,,,,
"Mitchell, Linda Elizabeth_2025-11-19T21:21:51","Mitchell, Linda Elizabeth",author,female,,,,,
"White, Donna Rae_2025-11-19T21:21:55","White, Donna Rae",author,female,,,,,
"Bos, Jurjen M._2025-11-19T21:22:37","Bos, Jurjen M.",author,male,,,,,
"Boschker, J.K._2025-11-19T21:22:37","Boschker, J.K.",author,unknown,,,,,
"Jager, A._2025-11-19T21:22:37","Jager, A.",author,unknown,,,,,
"Visser, D.M._2025-11-19T21:22:37","Visser, D.M.",author,unknown,,,,,
"Macklin, M. G._2025-11-19T21:25:08","Macklin, M. G.",author,male,,,,,
"Passmore, D. G._2025-11-19T21:25:08","Passmore, D. G.",author,male,,,,,
"Stevenson, A. C._2025-11-19T21:25:08","Stevenson, A. C.",author,unknown,,,,,
"Cowley, D. C._2025-11-19T21:25:08","Cowley, D. C.",author,unknown,,,,,
"Edwards, David N._2025-11-19T21:25:44","Edwards, David N.",author,male,,,,,
"O'Brien, C. F._2025-11-19T21:25:08","O'Brien, C. F.",author,unknown,,,,,
"Józsa, László_2025-11-19T21:21:29","Józsa, László",author,male,,,,,
"Pap, Ildikó._2025-11-19T21:25:26","Pap, Ildikó.",author,female,,,,,
"Dobrowolski, Artur A._2025-11-19T21:25:27","Dobrowolski, Artur A.",author,male,,,,,
"Dobrowolski, J. A._2025-11-19T21:25:27","Dobrowolski, J. A.",author,unknown,,,,,
J.H._2025-11-19T21:25:29,J.H.,author,unknown,,,,,
"Floistad, G._2025-11-19T21:25:29","Floistad, G.",author,male,,,,,
"Kretzmann, Barbara Ensign_2025-11-19T21:25:29","Kretzmann, Barbara Ensign",author,female,,,,,
"Priest, Graham_2025-11-19T21:25:29","Priest, Graham",author,male,,,,,
"Sylvan, Richard_2025-11-19T21:25:29","Sylvan, Richard",author,male,,,,,
"Norman, Jean_2025-11-19T21:25:29","Norman, Jean",author,female,,,,,
"Lewis, Harry A._2025-11-19T21:25:29","Lewis, Harry A.",author,male,,,,,
"Mill, John Stuart_2025-11-19T21:25:29","Mill, John Stuart",author,male,,,,,
"Gray, Tim_2025-11-19T21:25:29","Gray, Tim",author,male,,,,,
"Berger, Fred R._2025-11-19T21:25:29","Berger, Fred R.",author,male,,,,,
"Carroll, Noel_2025-11-19T21:25:29","Carroll, Noel",author,male,,,,,
"Gallie, W. B._2025-11-19T21:25:29","Gallie, W. B.",author,male,,,,,
"Adams, Marilyn McCord_2025-11-19T21:25:29","Adams, Marilyn McCord",author,female,,,,,
"Adams, Robert Merrihew_2025-11-19T21:25:29","Adams, Robert Merrihew",author,male,,,,,
"Frank, J. H._2025-11-19T21:25:37","Frank, J. H.",author,unknown,,,,,
"McCoy, E. D._2025-11-19T21:25:37","McCoy, E. D.",author,unknown,,,,,
"KOLB, FRANK_2025-11-19T21:28:47","KOLB, FRANK",author,male,,,,,
"KUPKE, BARBARA_2025-11-19T21:28:47","KUPKE, BARBARA",author,female,,,,,
"MILLER, MARTIN_2025-11-19T21:28:47","MILLER, MARTIN",author,male,,,,,
"ZIMMERMANN, MARTIN_2025-11-19T21:28:47","ZIMMERMANN, MARTIN",author,male,,,,,
"Bonnassie, Pierre_2025-11-19T21:30:00","Bonnassie, Pierre",author,male,,,,,
"Birrell, Jean_2025-11-19T21:30:00","Birrell, Jean",author,female,,,,,
Jean-Paul Bravard_2025-11-19T21:31:23,Jean-Paul Bravard,author,male,,,,,
Jean Tricart_2025-11-19T21:31:23,Jean Tricart,author,male,,,,,
"Schmidt, Victor Michael_2025-11-19T21:31:42","Schmidt, Victor Michael",author,male,,,,,
Mark Gudwin_2025-11-19T21:32:12,Mark Gudwin,author,male,,,,,
"Morerod, Jean-Daniel_2025-11-19T21:29:08","Morerod, Jean-Daniel",author,male,,,,,
"Bagliani, Agostino Paravicini_2025-11-19T21:39:13","Bagliani, Agostino Paravicini",author,male,,,,,
"Maurin, Louis_2025-11-19T21:46:32","Maurin, Louis",author,male,,,,,
"Lafont, S._2025-11-19T21:50:18","Lafont, S.",author,unknown,,,,,
"Gyulai, Ferenc_2025-11-19T21:26:50","Gyulai, Ferenc",author,male,,,,,
"Hertelendi, E._2025-11-19T21:20:50","Hertelendi, E.",author,unknown,,,,,
"Szabó, I._2025-11-19T21:20:50","Szabó, I.",author,unknown,,,,,
"Capasso, L_2025-11-19T21:21:42",Luigi Capasso,author,male,,,,,
"Pierfelice, V_2025-11-19T21:21:42","Pierfelice, V",author,unknown,,,,,
"Horner, Shari Lynn_2025-11-19T21:21:53","Horner, Shari Lynn",author,female,,,,,
"Besteman, J.C._2025-11-19T21:22:37","Besteman, J.C.",author,male,,,,,
"Heidinga, H.A._2025-11-19T21:22:37","Heidinga, H.A.",author,male,,,,,
"Taayke, Ernst_2025-11-19T21:22:37","Taayke, Ernst",author,male,,,,,
"Knol, Egge_2025-11-19T21:16:20","Knol, Egge",author,male,,,,,
"Madsen, Orla_2025-11-19T21:18:39","Madsen, Orla",author,male,,,,,
"Hagedorn, Jan H._2025-11-19T21:40:49","Hagedorn, Jan H.",author,male,,,,,
"Rother, N._2025-11-19T21:24:30","Rother, N.",author,unknown,,,,,
"Pálfi, György_2025-11-19T21:17:44","Pálfi, György",author,male,,,,,
"Borreani, Marc_2025-11-19T21:25:15","Borreani, Marc",author,male,,,,,
"Brun, Jean-Pierre_2025-11-19T21:19:41","Brun, Jean-Pierre",author,male,,,,,
"Berato, Jacques_2025-11-19T21:25:15","Berato, Jacques",author,male,,,,,
"Marcsik, Antónia_2025-11-19T21:17:44","Marcsik, Antónia",author,female,,,,,
"Kovács, József_2025-11-19T21:25:27",Jozsef Kovacs,author,male,,,,,
"Schimmel, Annemarie_2025-11-19T21:18:27","Schimmel, Annemarie",author,female,,,,,
"Rivolta, Barbar_2025-11-19T21:25:34","Rivolta, Barbar",author,female,,,,,
"Pasnau, Robert_2025-11-19T21:26:44","Pasnau, Robert",author,male,,,,,
"Esteban Recio, Asunción_2025-11-19T21:28:49","Esteban Recio, Asunción",author,female,,,,,
"Izquierdo García, María Jesús_2025-11-19T21:28:49","Izquierdo García, María Jesús",author,female,,,,,
"Kazushige, Kobayashi_2025-11-19T21:31:41","Kazushige, Kobayashi",author,male,,,,,
"Sawyer, Birgit_2025-11-19T21:35:04","Sawyer, Birgit",author,female,,,,,
"McRee, Ben R._2025-11-19T21:35:50","McRee, Ben R.",author,male,,,,,
"Nilsson, Ann-Marie_2025-11-19T21:23:03","Nilsson, Ann-Marie",author,female,,,,,
"Morabito, Marcel_2025-11-19T21:50:32","Morabito, Marcel",author,male,,,,,
"Rösch, Manfred_2025-11-19T21:20:52","Rösch, Manfred",author,male,,,,,
"Jacomet, Stefanie_2025-11-19T21:39:42","Jacomet, Stefanie",author,female,,,,,
"Karg, Sabine_2025-11-19T21:50:55","Karg, Sabine",author,female,,,,,
"Brochier, Jacques‑Léopold_2025-11-19T21:18:54","Brochier, Jacques‑Léopold",author,male,,,,,
"Druart, Jean‑Claude_2025-11-19T21:18:54","Druart, Jean‑Claude",author,male,,,,,
"Dorioz, Jean‑Marcel_2025-11-19T21:18:54","Dorioz, Jean‑Marcel",author,male,,,,,
"Guigue, Agnès_2025-11-19T21:18:54","Guigue, Agnès",author,female,,,,,
"BoreL, Jean‑Luc_2025-11-19T21:18:54","BoreL, Jean‑Luc",author,male,,,,,
